publisher,doi,journal,eissn,issn,url,date_published,corr_author_org,oa_type,license,apc_currency,apc,apc_date_paid,source_file,Online Publication Date,Corresponding Author Email Domain,Journal Status
cup,10.1017/S0013091519000154,Proceedings of the Edinburgh Mathematical Society,1464-3839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-18T00:00:00Z,math.ku.dk,Hybrid OA
cup,"10.1017/S0953820819000141
",Utilitas,1741-6183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-20T00:00:00Z,philosophy.su.se,Hybrid OA
cup,10.1017/S174849951900006X,Annals of Actuarial Science,1748-5002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T00:00:00Z,math.su.se,Hybrid OA
cup,10.1017/apr.2019.25,Advances in Applied Probability,1475-6064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,math.su.se,No OA
cup,10.1017/S0332586519000015,Nordic Journal of Linguistics,1502-4717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ling.su.se,Hybrid OA
cup,10.1017/jpr.2019.3,Journal of Applied Probability,1475-6072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,math.su.se,No OA
cup,10.1017/S0013091519000087,Proceedings of the Edinburgh Mathematical Society,1464-3839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-20T00:00:00Z,math.su.se,Hybrid OA
cup,10.1017/S1816383119000110,International Review of the Red Cross,1607-5889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-30T00:00:00Z,humangeo.su.se,Hybrid OA
cup,10.1017/S026021051900007X,Review of International Studies,1469-9044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-21T00:00:00Z,statsvet.su.se,Hybrid OA
cup,10.1017/eis.2019.22,European Journal of International Security,2057-5645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-28T00:00:00Z,fhs.se,Hybrid OA
cup,10.1017/S0260210519000251,Review of International Studies,1469-9044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-27T00:00:00Z,fhs.se,Hybrid OA
cup,10.1017/S1751731119002556,animal,1751-732X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-29T00:00:00Z,slu.se,Hybrid OA
cup,10.1017/S0014479719000280,Experimental Agriculture,1469-4441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-17T00:00:00Z,gmail.com,Hybrid OA
cup,10.1017/S0959270919000327,Bird Conservation International,1474-0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-09T00:00:00Z,gmail.com,Hybrid OA
cup,10.1017/S0022029919000281,Journal of Dairy Research,1469-7629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T00:00:00Z,slu.se,Hybrid OA
cup,10.1017/S1751731119000247,animal,1751-732X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-26T00:00:00Z,slu.se,Hybrid OA
cup,10.1017/S0007485319000038,Bulletin of Entomological Research,1475-2670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-26T00:00:00Z,slu.se,Hybrid OA
cup,10.1017/S1047951119002919,Cardiology in the Young,1467-1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-18T00:00:00Z,regionjh.se,Hybrid OA
cup,10.1017/S1041610219001844,International Psychogeriatrics,1741-203X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-25T00:00:00Z,umu.se,Hybrid OA
cup,10.1192/bjo.2019.83,BJPsych Open,2056-4724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-22T00:00:00Z,gmail.com,Gold OA
cup,10.1017/S0968565019000143,Financial History Review,1474-0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-13T00:00:00Z,umu.se,Hybrid OA
cup,10.1017/S0032247419000196,Polar Record,1475-3057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-30T00:00:00Z,umu.se,Hybrid OA
cup,10.1017/S0007680519000369,Business History Review,2044-768X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umu.se,No OA
cup,10.1017/S000768051900031X,Business History Review,2044-768X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"umu.se
",No OA
cup,10.1017/S1431927619000308,Microscopy and Microanalysis,1435-8115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-21T00:00:00Z,umu.se,Hybrid OA
cup,10.1017/S1047951119000350,Cardiology in the Young,1467-1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-04T00:00:00Z,regionjh.se,Hybrid OA
cup,10.1017/S1759078719000862,International Journal of Microwave and Wireless Technologies,1759-0795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-20T00:00:00Z,hig.se,Hybrid OA
cup,10.1017/S1047951119003263,Cardiology in the Young,1467-1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-10T00:00:00Z,vgregion.se,Hybrid OA
cup,10.1017/S0022050719000846,Journal of Economic History,1471-6372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-20T00:00:00Z,nyu.edu,Hybrid OA
cup,10.1017/S0956796819000182,Journal of Functional Programming,1469-7653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-21T00:00:00Z,sikanda.be,Hybrid OA
cup,10.1017/S0033291719003672,Psychological Medicine,1469-8978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-17T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/neu.2019.42,Acta Neuropsychiatrica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-26T00:00:00Z,neuro.gu.se,Hybrid OA
cup,10.1017/S0260210519000391,Review of International Studies,1469-9044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-03T00:00:00Z,globalstudies.gu.se,Hybrid OA
cup,10.1017/S0332586519000222,Nordic Journal of Linguistics,1502-4717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ait.gu.se,Hybrid OA
cup,10.1192/bjp.2019.243,British Journal of Psychiatry,1472-1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-06T00:00:00Z,neuro.gu.se,Hybrid OA
cup,10.1192/bji.2019.23,BJPsych International,2058-6264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-27T00:00:00Z,gmail.com,Gold OA
cup,10.1017/S1041610219001650,International Psychogeriatrics,1741-203X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-21T00:00:00Z,neuro.gu.se,Hybrid OA
cup,"10.1017/asr.2019.67
",African Studies Review,1555-2462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-18T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/S1752971919000150,International Theory,1752-9727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-29T00:00:00Z,jur.ku.dk,Hybrid OA
cup,10.1017/S0009840X19001562,Classical Review,1464-3561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-19T00:00:00Z,isvroma.org,Hybrid OA
cup,10.1017/eso.2019.45,Enterprise & Society,1467-2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gu.se,Hybrid OA
cup,10.1017/S1047951119001781,Cardiology in the Young,1467-1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-16T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/pab.2019.23,Paleobiology,1938-5331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-12T00:00:00Z,unil.ch,Hybrid OA
cup,10.1017/eso.2019.39,Enterprise & Society,1467-2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-04T00:00:00Z,hhs.se,Hybrid OA
cup,10.1017/S0265052519000207,Social Philosophy and Policy,1471-6437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gmail.com,Hybrid OA
cup,10.1192/bjp.2019.173,British Journal of Psychiatry,1472-1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-18T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/S1368980019002234,Public Health Nutrition,1475-2727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-13T00:00:00Z,gu.se,Hybrid OA
cup,"10.1017/asr.2019.36
",African Studies Review,1555-2462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-22T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/S1368980019002131,Public Health Nutrition,1475-2727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-30T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/S1537592719001749,Perspectives on Politics,1541-0986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gu.se,Hybrid OA
cup,10.1017/S0009840X19000969,Classical Review,1464-3561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-27T00:00:00Z,class.gu.se,No OA
cup,10.1192/bjp.2019.113,British Journal of Psychiatry,1472-1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-22T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/neu.2019.18,Acta Neuropsychiatrica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-04T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/S0033291719001053,Psychological Medicine,1469-8978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-06T00:00:00Z,neuro.gu.se,Hybrid OA
cup,10.4153/S0008439519000213,Canadian Mathematical Bulletin,1496-4287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-22T00:00:00Z,gmail.com,Hybrid OA
cup,10.1017/S0022046919000885,Journal of Ecclesiastical History,1469-7637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-12T00:00:00Z,NA,Hybrid OA
cup,10.1017/S1062798719000176,European Review,1474-0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-09T00:00:00Z,lir.gu.se,Hybrid OA
cup,10.1017/S1062798719000188,European Review,1474-0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-09T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/S106279871900019X,European Review,1474-0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-10T00:00:00Z,lir.gu.se,Hybrid OA
cup,10.1017/S0047404519000356,Language in Society,1469-8013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gu.se,Hybrid OA
cup,10.1017/S0034412519000222,Religious Studies,1469-901X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-06T00:00:00Z,gmail.com,Hybrid OA
cup,10.1017/jfm.2019.237,Journal of Fluid Mechanics,1469-7645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-02T00:00:00Z,physics.gu.se,Hybrid OA
cup,10.1017/S2045796019000143,Epidemiology and Psychiatric Sciences,2045-7979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-01T00:00:00Z,gu.se,Gold OA
cup,10.1017/neu.2019.10,Acta Neuropsychiatrica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gu.se,Hybrid OA
cup,10.1017/S1380203819000060,Archaeological Dialogues,1478-2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,archaeology.gu.se,Hybrid OA
cup,10.1017/S1062798719000012,European Review,1474-0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gu.se,Hybrid OA
cup,10.1017/S0968565019000015,Financial History Review,1474-0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-15T00:00:00Z,gu.se,Hybrid OA
cup,10.1017/S0007123419000826,British Journal of Political Science,1469-2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,statsvet.uu.se,Hybrid OA
cup,10.1017/apr.2019.61,Advances in Applied Probability,1475-6064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,math.uu.se,No OA
cup,10.1017/S0007123419000772,British Journal of Political Science,1469-2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,statsvet.uu.se,Hybrid OA
cup,"10.1017/S0034412519000763
",Religious Studies,1469-901X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-09T00:00:00Z,teol.uu.se,Hybrid OA
cup,10.1017/S1537592719004006,Perspectives on Politics,1541-0986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,statsvet.uu.se,Hybrid OA
cup,10.1017/S0963926819000968,Urban History,1469-8706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-11T00:00:00Z,ekhist.uu.se,Hybrid OA
cup,10.1017/S0022278X1900051X,Journal of Modern African Studies,1469-7777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,statsvet.uu.se,Hybrid OA
cup,10.1017/S1360674319000388,English Language & Linguistics,1469-4379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23T00:00:00Z,engelska.uu.se,Hybrid OA
cup,10.1017/jpa.2019.79,Journal of Paleontology,1937-2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-22T00:00:00Z,em.uu.se,Hybrid OA
cup,10.1017/S1463423619000628,Primary Health Care Research & Development,1477-1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-04T00:00:00Z,regionvastmanland.se,Gold OA
cup,10.1017/apr.2019.42,Advances in Applied Probability,1475-6064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fas.harvard.edu,No OA
cup,10.1017/S0332586519000131,Nordic Journal of Linguistics,1502-4717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nordiska.uu.se,Hybrid OA
cup,10.1017/rmu.2019.10,Ramus,2202-932X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,littvet.uu.se,No OA
cup,10.1017/jpa.2019.54,Journal of Paleontology,1937-2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-12T00:00:00Z,geo.uu.se,Hybrid OA
cup,10.1017/S0953820819000220,Utilitas,1741-6183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-22T00:00:00Z,filosofi.uu.se,Hybrid OA
cup,10.1017/S026841601900016X,Continuity and Change,1469-218X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hist.uu.se,Hybrid OA
cup,10.1017/S153759271900210X,Perspectives on Politics,1541-0986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr.uu.se,Hybrid OA
cup,"10.1017/S095382081900013X
",Utilitas,1741-6183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,filosofi.uu.se,Hybrid OA
cup,10.1017/S1062798719000206,European Review,1474-0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-09T00:00:00Z,cemfor.uu.se,Hybrid OA
cup,10.1017/S0007114519000588,British Journal of Nutrition,1475-2662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-24T00:00:00Z,pubcare.uu.se,Hybrid OA
cup,10.1017/S1743921319002862,Proceedings of the International Astronomical Union,1743-9221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,physics.uu.se,No OA
cup,10.1017/S1743921319002527,Proceedings of the International Astronomical Union,1743-9221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,physics.uu.se,No OA
cup,10.1017/S0034412519000143,Religious Studies,1469-901X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-26T00:00:00Z,gmail.com,Hybrid OA
cup,10.1017/S174413311900015X,"Health Economics, Policy and Law",1744-134X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-03T00:00:00Z,pubcare.uu.se,Hybrid OA
cup,10.1017/S0047279419000126,Journal of Social Policy,1469-7823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-18T00:00:00Z,statsvet.uu.se,Hybrid OA
cup,10.1017/S2040174419000035,Journal of Developmental Origins of Health and Disease,2040-1752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-28T00:00:00Z,auckland.ac.nz,Hybrid OA
cup,10.1017/S0024282919000021,Lichenologist,1096-1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ebc.uu.se,Hybrid OA
cup,10.1017/pab.2019.2,Paleobiology,1938-5331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-13T00:00:00Z,pal.uu.se,Hybrid OA
cup,10.1017/apa.2019.3,Journal of the American Philosophical Association,2053-4485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-30T00:00:00Z,filosofi.uu.se,Hybrid OA
degruyter,10.1515/agms-2019-0009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/anona-2020-0010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/arb-2018-0070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/auk-2019-0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/auk-2019-410108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/bot-2018-0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/bot-2018-0113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/bot-2018-0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/bot-2018-0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/bot-2019-0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/bot-2019-0019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2018-0670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2018-1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2018-1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2019-0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2019-0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2019-0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2019-0315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2019-0366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2019-1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cclm-2019-1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cercles-2019-0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cmam-2018-0260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cogsem-2019-2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cogsem-2019-2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cogsem-2019-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cogsem-2019-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cogsem-2019-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/commun-2019-2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/crelle-2019-0019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/cti-2018-0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/dmpt-2018-0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/ecfr-2019-0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/edu-2019-0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/ejss-2019-0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/ejss-2019-0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/em-2018-0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/eujal-2018-0006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/fabula-2019-0021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/fca-2019-0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/flin-2019-2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/flin-2019-2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/fns-2019-0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/fns-2019-0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/fns-2019-0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/forum-2018-0096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/gmj-2019-2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/gmj-2019-2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2018-0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2018-0224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2018-0225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2018-0246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2018-0279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2018-0282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2018-0301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2018-0302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2019-0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2019-0030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2019-0062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2019-0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2019-0158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hf-2019-0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hmbci-2019-0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hsz-2019-0170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hsz-2019-0199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hzhz-2019-1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/hzhz-2019-1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/icl-2018-0047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/ijsl-2018-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/ijsl-2019-2032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/ip-2019-0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/ip-2019-0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jag-2019-0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jbwg-2019-0006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jbwg-2019-0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jci-2018-0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jem-2018-0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jhsl-2017-0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jhsl-2017-0040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jhsl-2018-0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jias-2019-0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jisys-2018-0321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jls-2019-2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
degruyter,10.1515/jogs-2019-0007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
