doi	institution	journal_full_title	journal_discipline	journal_ISSN	journal_eISSN	year	publisher
10.1007/s11098-018-1080-0	gu	Philosophical Studies	Philosophy	0031-8116	1573-0883	2018	Springer
10.1007/s11274-018-2432-9	slu	World Journal of Microbiology and Biotechnology	Chemistry	0959-3993	1573-0972	2018	Springer
10.1007/s12053-018-9636-6	cth	Energy Efficiency	Engineering	1570-646X	1570-6478	2018	Springer
10.1007/s11113-018-9462-8	su	Population Research and Policy Review	Social Sciences	0167-5923	1573-7829	2018	Springer
10.1007/s12053-018-9647-3	liu	Energy Efficiency	Engineering	1570-646X	1570-6478	2018	Springer
10.1007/s11274-018-2435-6	slu	World Journal of Microbiology and Biotechnology	Chemistry	0959-3993	1573-0972	2018	Springer
10.1007/s10140-018-1601-3	lu	Emergency Radiology	Medicine & Public Health	1070-3004	1438-1435	2018	Springer
10.1007/s00216-018-0931-z	lu	Analytical and Bioanalytical Chemistry	Chemistry	1618-2642	1618-2650	2018	Springer
10.1007/s11295-018-1247-z	slu	Tree Genetics & Genomes	Life Sciences	1614-2942	1614-2950	2018	Springer
10.1007/s10802-017-0388-0	uu	Journal of Abnormal Child Psychology	Psychology	0091-0627	1573-2835	2018	Springer
10.1007/s12311-018-0927-4	ki	The Cerebellum	Biomedicine	1473-4222	1473-4230	2018	Springer
10.1007/s11239-018-1642-1	ki	Journal of Thrombosis and Thrombolysis	Medicine & Public Health	0929-5305	1573-742X	2018	Springer
10.1007/s10936-018-9579-2	gu	Journal of Psycholinguistic Research	Psychology	0090-6905	1573-6555	2018	Springer
10.1007/s12032-018-1103-x	uu	Medical Oncology	Medicine & Public Health	1357-0560	1559-131X	2018	Springer
10.1007/s00603-018-1428-y	ltu	Rock Mechanics and Rock Engineering	Earth Sciences	0723-2632	1434-453X	2018	Springer
10.1007/s00018-018-2793-0	gu	Cellular and Molecular Life Sciences	Life Sciences	1420-682X	1420-9071	2018	Springer
10.1007/s11056-018-9634-8	slu	New Forests	Life Sciences	0169-4286	1573-5095	2018	Springer
10.1007/s10973-018-7088-z	hj	Journal of Thermal Analysis and Calorimetry	Chemistry	1388-6150	1588-2926	2018	Springer
10.1007/s11056-018-9635-7	lnu	New Forests	Life Sciences	0169-4286	1573-5095	2018	Springer
10.1007/s10798-018-9449-0	lu	International Journal of Technology and Design Education	Education	0957-7572	1573-1804	2018	Springer
10.1007/s11948-018-0036-2	kth	Science and Engineering Ethics	Philosophy	1353-3452	1471-5546	2018	Springer
10.1007/s10570-018-1749-8	kth	Cellulose	Chemistry	0969-0239	1572-882X	2018	Springer
10.1007/s00466-018-1572-y	lu	Computational Mechanics	Engineering	0178-7675	1432-0924	2018	Springer
10.1007/s00062-018-0679-z	ki	Clinical Neuroradiology	Medicine & Public Health	1869-1439	1869-1447	2018	Springer
10.1007/s13437-018-0139-2	gu	WMU Journal of Maritime Affairs	Law	1651-436X	1654-1642	2018	Springer
10.1007/s00586-018-5541-0	ki	European Spine Journal	Medicine & Public Health	0940-6719	1432-0932	2018	Springer
10.1007/s00216-018-0943-8	ki	Analytical and Bioanalytical Chemistry	Chemistry	1618-2642	1618-2650	2018	Springer
10.1007/s00420-018-1303-x	umu	International Archives of Occupational and Environmental Health	Environment	0340-0131	1432-1246	2018	Springer
10.1007/s00170-018-1866-4	lu	The International Journal of Advanced Manufacturing Technology	Engineering	0268-3768	1433-3015	2018	Springer
10.1007/s13132-018-0521-5	uu	Journal of the Knowledge Economy	Economics	1868-7865	1868-7873	2018	Springer
10.1007/s11663-018-1221-z	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2018	Springer
10.1007/s11266-018-9978-x	lu	VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations	Social Sciences	0957-8765	1573-7888	2018	Springer
10.1007/s11695-018-3165-4	lu	Obesity Surgery	Medicine & Public Health	0960-8923	1708-0428	2018	Springer
10.1007/s11109-018-9455-7	gu	Political Behavior	Political Science and International Relations	0190-9320	1573-6687	2018	Springer
10.1007/s00270-018-1925-0	lu	CardioVascular and Interventional Radiology	Medicine & Public Health	0174-1551	1432-086X	2018	Springer
10.1007/s12237-018-0382-y	gu	Estuaries and Coasts	Environment	1559-2723	1559-2731	2018	Springer
10.1007/s10879-018-9389-8	su	Journal of Contemporary Psychotherapy	Medicine & Public Health	0022-0116	1573-3564	2018	Springer
10.1007/s10822-018-0110-5	lu	Journal of Computer-Aided Molecular Design	Chemistry	0920-654X	1573-4951	2018	Springer
10.1007/s40831-018-0169-1	kth	Journal of Sustainable Metallurgy	Environment	2199-3823	2199-3831	2018	Springer
10.1007/s10734-018-0254-1	umu	Higher Education	Education	0018-1560	1573-174X	2018	Springer
10.1007/s10570-018-1738-y	kth	Cellulose	Chemistry	0969-0239	1572-882X	2018	Springer
10.1007/s10654-018-0375-y	ki	European Journal of Epidemiology	Medicine & Public Health	0393-2990	1573-7284	2018	Springer
10.1007/s11250-018-1541-7	slu	Tropical Animal Health and Production	Life Sciences	0049-4747	1573-7438	2018	Springer
10.1007/s13280-018-1046-7	umu	Ambio	Environment	0044-7447	1654-7209	2018	Springer
10.1007/s13157-018-1024-7	su	Wetlands	Life Sciences	0277-5212	1943-6246	2018	Springer
10.1007/s00114-018-1551-3	lu	The Science of Nature	Life Sciences	0028-1042	1432-1904	2018	Springer
10.1007/s12650-018-0485-3	kth	Journal of Visualization	Engineering	1343-8875	1875-8975	2018	Springer
10.1007/s00384-018-2994-x	ki	International Journal of Colorectal Disease	Medicine & Public Health	0179-1958	1432-1262	2018	Springer
10.1007/s10100-018-0530-2	liu	Central European Journal of Operations Research	Business and Management	1435-246X	1613-9178	2018	Springer
10.1007/s00441-018-2808-z	uu	Cell and Tissue Research	Biomedicine	0302-766X	1432-0878	2018	Springer
10.1007/s11356-018-1781-0	umu	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2018	Springer
10.1007/s40558-018-0108-9	miu	Information Technology & Tourism	Business and Management	1098-3058	1943-4294	2018	Springer
10.1007/s10549-018-4768-0	ki	Breast Cancer Research and Treatment	Medicine & Public Health	0167-6806	1573-7217	2018	Springer
10.1007/s10126-018-9802-z	umu	Marine Biotechnology	Life Sciences	1436-2228	1436-2236	2018	Springer
10.1007/s10953-018-0737-9	slu	Journal of Solution Chemistry	Chemistry	0095-9782	1572-8927	2018	Springer
10.1007/s12155-018-9901-8	slu	BioEnergy Research	Life Sciences	1939-1234	1939-1242	2018	Springer
10.1007/s40940-018-0063-z	lu	Glass Structures & Engineering	Engineering	2363-5142	2363-5150	2018	Springer
10.1007/s00027-018-0575-2	umu	Aquatic Sciences	Life Sciences	1015-1621	1420-9055	2018	Springer
10.1007/s40719-018-0125-3	ki	Current Trauma Reports	Medicine & Public Health		2198-6096	2018	Springer
10.1007/s10833-018-9321-8	hig	Journal of Educational Change	Education	1389-2843	1573-1812	2018	Springer
10.1007/s11229-018-1763-2	lu	Synthese	Philosophy	0039-7857	1573-0964	2018	Springer
10.1007/s12649-018-0265-2	hb	Waste and Biomass Valorization	Engineering	1877-2641	1877-265X	2018	Springer
10.1007/s10570-018-1737-z	kth	Cellulose	Chemistry	0969-0239	1572-882X	2018	Springer
10.1007/s10433-018-0469-0	umu	European Journal of Ageing	Social Sciences	1613-9372	1613-9380	2018	Springer
10.1007/s00405-018-4942-3	gu	European Archives of Oto-Rhino-Laryngology	Medicine & Public Health	0937-4477	1434-4726	2018	Springer
10.1007/s11356-018-1656-4	slu	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2018	Springer
10.1007/s00394-018-1658-5	ki	European Journal of Nutrition	Chemistry	1436-6207	1436-6215	2018	Springer
10.1007/s11676-018-0621-x	slu	Journal of Forestry Research	Life Sciences	1007-662X	1993-0607	2018	Springer
10.1007/s00330-018-5362-x	liu	European Radiology	Medicine & Public Health	0938-7994	1432-1084	2018	Springer
10.1007/s00259-018-3945-z	uu	European Journal of Nuclear Medicine and Molecular Imaging	Medicine & Public Health	1619-7070	1619-7089	2018	Springer
10.1007/s13205-018-1224-0	slu	3 Biotech	Chemistry	2190-572X	2190-5738	2018	Springer
10.1007/s12021-018-9367-z	lu	Neuroinformatics	Biomedicine	1539-2791	1559-0089	2018	Springer
10.1007/s11219-017-9401-7	mdh	Software Quality Journal	Computer Science	0963-9314	1573-1367	2018	Springer
10.1007/s10824-018-9320-x	hj	Journal of Cultural Economics	Economics	0885-2545	1573-6997	2018	Springer
10.1007/s10955-018-2025-x	kth	Journal of Statistical Physics	Physics	0022-4715	1572-9613	2018	Springer
10.1007/s11187-018-0011-y	liu	Small Business Economics	Business and Management	0921-898X	1573-0913	2018	Springer
10.1007/s11481-018-9783-8	hh	Journal of Neuroimmune Pharmacology	Biomedicine	1557-1890	1557-1904	2018	Springer
10.1007/s41604-018-0008-3	liu	Journal on Vehicle Routing Algorithms	Computer Science	2367-3591	2367-3605	2018	Springer
10.1007/s10570-018-1733-3	cth	Cellulose	Chemistry	0969-0239	1572-882X	2018	Springer
10.1007/s12186-018-9204-4	gu	Vocations and Learning	Education	1874-785X	1874-7868	2018	Springer
10.1007/s11186-018-9311-0	uu	Theory and Society	Social Sciences	0304-2421	1573-7853	2018	Springer
10.1007/s00227-018-3321-3	gu	Marine Biology	Environment	0025-3162	1432-1793	2018	Springer
10.1007/s00068-018-0941-8	lu	European Journal of Trauma and Emergency Surgery	Medicine & Public Health	1863-9933	1863-9941	2018	Springer
10.1007/s13399-018-0307-9	cth	Biomass Conversion and Biorefinery	Engineering	2190-6815	2190-6823	2018	Springer
10.1007/s00125-018-4596-0	ki	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2018	Springer
10.1007/s00114-018-1547-z	uu	The Science of Nature	Life Sciences	0028-1042	1432-1904	2018	Springer
10.1007/s00429-018-1650-0	ki	Brain Structure and Function	Biomedicine	1863-2653	1863-2661	2018	Springer
10.1007/s00216-018-0991-0	lu	Analytical and Bioanalytical Chemistry	Chemistry	1618-2642	1618-2650	2018	Springer
10.1007/s00248-018-1164-6	slu	Microbial Ecology	Life Sciences	0095-3628	1432-184X	2018	Springer
10.1007/s11998-018-0053-8	cth	Journal of Coatings Technology and Research	Materials Science	1547-0091	1935-3804	2018	Springer
10.1007/s12032-018-1109-4	gu	Medical Oncology	Medicine & Public Health	1357-0560	1559-131X	2018	Springer
10.1007/s00266-018-1118-x	liu	Aesthetic Plastic Surgery	Medicine & Public Health	0364-216X	1432-5241	2018	Springer
10.1007/s12032-018-1108-5	umu	Medical Oncology	Medicine & Public Health	1357-0560	1559-131X	2018	Springer
10.1007/s00028-018-0435-5	kth	Journal of Evolution Equations	Mathematics	1424-3199	1424-3202	2018	Springer
10.1208/s12248-018-0206-9	uu	The AAPS Journal	Biomedicine		1550-7416	2018	Springer
10.1007/s10680-018-9478-0	su	European Journal of Population	Social Sciences	0168-6577	1572-9885	2018	Springer
10.1007/s11229-018-1743-6	lu	Synthese	Philosophy	0039-7857	1573-0964	2018	Springer
10.1007/s10668-018-0132-0	su	"Environment, Development and Sustainability"	Environment	1387-585X	1573-2975	2018	Springer
10.1007/s11229-018-1752-5	su	Synthese	Philosophy	0039-7857	1573-0964	2018	Springer
10.1007/s10640-018-0235-y	gu	Environmental and Resource Economics	Economics	0924-6460	1573-1502	2018	Springer
10.1007/s11572-018-9459-8	lu	Criminal Law and Philosophy	Law	1871-9791	1871-9805	2018	Springer
10.1007/s00191-018-0561-9	gu	Journal of Evolutionary Economics	Economics	0936-9937	1432-1386	2018	Springer
10.1007/s00300-018-2293-6	su	Polar Biology	Life Sciences	0722-4060	1432-2056	2018	Springer
10.1007/s11517-018-1798-z	mdh	Medical & Biological Engineering & Computing	Biomedicine	0140-0118	1741-0444	2018	Springer
10.1007/s10997-018-9410-3	uu	Journal of Management and Governance	Business and Management	1385-3457	1572-963X	2018	Springer
10.1007/s10862-018-9659-5	oru	Journal of Psychopathology and Behavioral Assessment	Psychology	0882-2689	1573-3505	2018	Springer
10.1007/s11116-018-9868-5	kth	Transportation	Economics	0049-4488	1572-9435	2018	Springer
10.1007/s10862-018-9651-0	oru	Journal of Psychopathology and Behavioral Assessment	Psychology	0882-2689	1573-3505	2018	Springer
10.1007/s11663-018-1226-7	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2018	Springer
10.1007/s11013-018-9574-y	ki	"Culture, Medicine, and Psychiatry"	Social Sciences	0165-005X	1573-076X	2018	Springer
10.1007/s10021-018-0239-z	umu	Ecosystems	Life Sciences	1432-9840	1435-0629	2018	Springer
10.1007/s00603-018-1447-8	ltu	Rock Mechanics and Rock Engineering	Earth Sciences	0723-2632	1434-453X	2018	Springer
10.1007/s00704-018-2438-0	ltu	Theoretical and Applied Climatology	Earth Sciences	0177-798X	1434-4483	2018	Springer
10.1007/s00049-018-0252-x	uu	Chemoecology	Life Sciences	0937-7409	1423-0445	2018	Springer
10.1007/s10877-018-0129-0	lu	Journal of Clinical Monitoring and Computing	Medicine & Public Health	1387-1307	1573-2614	2018	Springer
10.1007/s10658-018-1474-z	slu	European Journal of Plant Pathology	Life Sciences	0929-1873	1573-8469	2018	Springer
10.1007/s10712-018-9467-1	uu	Surveys in Geophysics	Earth Sciences	0169-3298	1573-0956	2018	Springer
10.1007/s00204-018-2181-4	uu	Archives of Toxicology	Biomedicine	0340-5761	1432-0738	2018	Springer
10.1007/s00158-018-1944-0	umu	Structural and Multidisciplinary Optimization	Engineering	1615-147X	1615-1488	2018	Springer
10.1007/s10308-018-0506-9	gu	Asia Europe Journal	Social Sciences	1610-2932	1612-1031	2018	Springer
10.1007/s11356-018-1614-1	su	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2018	Springer
10.1007/s00213-018-4872-1	ki	Psychopharmacology	Biomedicine	0033-3158	1432-2072	2018	Springer
10.1007/s10344-018-1180-3	slu	European Journal of Wildlife Research	Life Sciences	1612-4642	1439-0574	2018	Springer
10.1007/s10389-018-0910-z	ki	Journal of Public Health	Medicine & Public Health	2198-1833	1613-2238	2018	Springer
10.1007/s11926-018-0726-4	ki	Current Rheumatology Reports	Medicine & Public Health	1523-3774	1534-6307	2018	Springer
10.1007/s11252-018-0750-1	gu	Urban Ecosystems	Life Sciences	1083-8155	1573-1642	2018	Springer
10.1007/s10924-018-1207-6	cth	Journal of Polymers and the Environment	Chemistry	1566-2543	1572-8919	2018	Springer
10.1007/s00267-018-1033-6	kth	Environmental Management	Environment	0364-152X	1432-1009	2018	Springer
10.1007/s11075-018-0508-0	uu	Numerical Algorithms	Computer Science	1017-1398	1572-9265	2018	Springer
10.1007/s11661-018-4543-1	cth	Metallurgical and Materials Transactions A	Materials Science	1073-5623	1543-1940	2018	Springer
10.1007/s00603-018-1463-8	kth	Rock Mechanics and Rock Engineering	Earth Sciences	0723-2632	1434-453X	2018	Springer
10.1007/s11255-018-1831-z	gu	International Urology and Nephrology	Medicine & Public Health	0301-1623	1573-2584	2018	Springer
10.1007/s10680-018-9481-5	su	European Journal of Population	Social Sciences	0168-6577	1572-9885	2018	Springer
10.1007/s10798-018-9446-3	kth	International Journal of Technology and Design Education	Education	0957-7572	1573-1804	2018	Springer
10.1007/s00265-018-2462-1	uu	Behavioral Ecology and Sociobiology	Life Sciences	0340-5443	1432-0762	2018	Springer
10.1007/s10113-018-1308-8	su	Regional Environmental Change	Environment	1436-3798	1436-378X	2018	Springer
10.1007/s00228-018-2448-y	ki	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2018	Springer
10.1007/s00442-018-4097-3	umu	Oecologia	Life Sciences	0029-8549	1432-1939	2018	Springer
10.1007/s11517-018-1801-8	cth	Medical & Biological Engineering & Computing	Biomedicine	0140-0118	1741-0444	2018	Springer
10.1007/s10648-018-9432-z	kth	Educational Psychology Review	Education	1040-726X	1573-336X	2018	Springer
10.1007/s11764-018-0684-x	gu	Journal of Cancer Survivorship	Medicine & Public Health	1932-2259	1932-2267	2018	Springer
10.1007/s11219-018-9404-z	kau	Software Quality Journal	Computer Science	0963-9314	1573-1367	2018	Springer
10.1007/s10750-018-3591-2	umu	Hydrobiologia	Life Sciences	0018-8158	1573-5117	2018	Springer
10.1007/s11136-018-1841-4	ki	Quality of Life Research	Medicine & Public Health	0962-9343	1573-2649	2018	Springer
10.1007/s00268-018-4574-1	umu	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2018	Springer
10.1007/s11837-017-2565-6	kth	JOM	Engineering	1047-4838	1543-1851	2018	Springer
10.1007/s10670-018-0002-z	umu	Erkenntnis	Philosophy	0165-0106	1572-8420	2018	Springer
10.1007/s10734-018-0266-x	su	Higher Education	Education	0018-1560	1573-174X	2018	Springer
10.1007/s10570-018-1811-6	uu	Cellulose	Chemistry	0969-0239	1572-882X	2018	Springer
10.1007/s11562-018-0418-x	lu	Contemporary Islam	Social Sciences	1872-0218	1872-0226	2018	Springer
10.1007/s11071-018-4234-x	umu	Nonlinear Dynamics	Engineering	0924-090X	1573-269X	2018	Springer
10.1007/s11572-018-9464-y	su	Criminal Law and Philosophy	Law	1871-9791	1871-9805	2018	Springer
10.1007/s10570-018-1764-9	kth	Cellulose	Chemistry	0969-0239	1572-882X	2018	Springer
10.1007/s12136-018-0348-5	su	Acta Analytica	Philosophy	0353-5150	1874-6349	2018	Springer
10.1007/s10780-018-9321-x	uu	Interchange	Education	0826-4805	1573-1790	2018	Springer
10.1007/s00167-018-4952-0	gu	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2018	Springer
10.1007/s00421-018-3869-0	kth	European Journal of Applied Physiology	Biomedicine	1439-6319	1439-6327	2018	Springer
10.1007/s00264-018-3920-0	lu	International Orthopaedics	Medicine & Public Health	0341-2695	1432-5195	2018	Springer
10.1007/s00383-018-4265-x	ki	Pediatric Surgery International	Medicine & Public Health	0179-0358	1437-9813	2018	Springer
10.1007/s00392-018-1252-0	uu	Clinical Research in Cardiology	Medicine & Public Health	1861-0684	1861-0692	2018	Springer
10.1007/s00125-018-4618-y	umu	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2018	Springer
10.1007/s00405-018-4946-z	gu	European Archives of Oto-Rhino-Laryngology	Medicine & Public Health	0937-4477	1434-4726	2018	Springer
10.1007/s00231-018-2334-2	lu	Heat and Mass Transfer	Engineering	0947-7411	1432-1181	2018	Springer
10.1007/s10955-018-2037-6	kth	Journal of Statistical Physics	Physics	0022-4715	1572-9613	2018	Springer
10.1007/s12032-018-1127-2	ki	Medical Oncology	Medicine & Public Health	1357-0560	1559-131X	2018	Springer
10.1007/s10639-018-9708-4	hig	Education and Information Technologies	Computer Science	1360-2357	1573-7608	2018	Springer
10.1007/s11187-018-0036-2	umu	Small Business Economics	Business and Management	0921-898X	1573-0913	2018	Springer
10.1007/s11187-018-0039-z	bth	Small Business Economics	Business and Management	0921-898X	1573-0913	2018	Springer
10.1007/s11187-018-0051-3	su	Small Business Economics	Business and Management	0921-898X	1573-0913	2018	Springer
